,feature,class
36,"[-4.7948715e+02  1.5250673e+02 -1.2213370e+01  5.3683949e+01
 -2.7488274e+01  1.6125671e+01 -1.3103102e+01 -5.1728597e+00
 -7.9608188e+00 -4.3071070e+00  1.7594627e+00 -3.8398764e+00
  8.4545145e+00 -4.7549911e+00  5.5116920e+00 -5.3982325e+00
  3.2251086e+00 -3.2788277e+00 -2.5329890e+00 -2.2382951e+00
 -5.2545576e+00  3.9343340e+00 -7.1893640e+00  1.5054202e+00
 -2.6174467e+00  1.1500162e+00 -1.4637421e+00 -1.5232863e+00
 -2.1674289e-01 -3.8296721e+00  6.9615692e-01 -4.4775567e+00
  5.2430964e-01 -3.6686046e+00 -4.9343097e-01 -6.9033426e-01
 -1.3587685e+00 -7.9228896e-01 -2.8088441e+00 -6.2941152e-01]",male
37,"[-3.0462347e+02  1.4936615e+02 -2.3223906e+01  4.6616741e+01
 -2.4168379e+01  1.0324707e+01 -2.1059374e+01 -1.2299350e+01
 -1.7436728e+01 -9.1593051e-01 -1.9606625e+00 -1.5166726e+01
  4.4365501e+00 -1.4434128e+01 -4.5870638e-01 -1.1562133e+01
 -6.5357008e+00 -6.2295442e+00 -8.9521303e+00 -5.0452452e+00
 -8.3115005e+00 -4.3588147e+00 -7.4183435e+00 -1.4496182e+00
 -7.7573433e+00  4.7024220e-02 -3.5306695e+00 -3.2314997e+00
 -1.8630832e+00 -6.1732054e+00 -3.0996680e+00 -7.4239464e+00
 -1.3823639e+00 -3.2999501e+00 -3.7378103e-01 -1.9129568e+00
 -3.4495366e-01 -2.2432380e+00 -4.0788555e+00 -1.5933447e+00]",male
38,"[-3.9818369e+02  1.2428607e+02 -7.6035099e+00  3.5045013e+01
  7.9594560e-02 -7.6872969e+00 -1.5833252e+01 -3.5417185e+00
 -1.4163204e+01 -1.0360539e+01 -1.6367384e+00 -4.9281411e+00
  1.1474142e+00 -4.3690624e+00  4.4957199e+00 -4.5025287e+00
 -7.2527304e+00 -8.0628757e+00 -5.3790646e+00 -7.1841288e+00
 -1.3042370e+01 -3.7413442e+00 -7.5371151e+00 -6.3791828e+00
 -7.1925068e+00 -2.3629758e+00 -1.7990075e+00 -2.9670565e+00
  1.1890585e+00 -1.4616288e+00  2.6710227e+00  1.9060466e+00
  2.4251575e+00  1.6184412e+00  2.3568525e+00  1.0554906e+00
 -5.0824809e-01  1.8273188e+00 -1.8422570e+00 -1.1158087e+00]",male
39,"[-310.29587     156.57274     -20.076857     54.10774     -22.866673
   24.115059    -17.88949      -0.6199577    -0.82855165   -2.7915826
    3.0634706    -7.709664      2.4355946    -4.688238     13.7393055
   -1.594322      7.871041      4.447553      4.3535023     3.1709518
   -5.2198944     3.8859098    -6.573342      1.3808545    -3.3367798
   -3.4245496    -6.8705816    -2.9566736    -0.58587056   -4.135273
    0.62069887   -3.348875      3.2362428    -0.929666      0.91165537
   -2.1532347    -1.1433339     1.1699929    -2.691765     -0.64358735]",male
40,"[-277.05746     73.14078    -52.90858     58.633713   -17.556242
  -21.509308   -23.944685   -20.49674    -26.552416   -13.522541
  -16.72016    -10.981497     4.3537188  -12.083566    -1.4803928
  -15.244274   -13.447512   -13.989821   -11.237899   -16.016176
  -18.5492      -5.785596   -10.724225     6.8280096   13.408946
   14.569637     7.40936      0.9171499   -3.8067384   -8.622499
   -1.9271946   -2.6205719   -4.1300893   -9.659884    -2.7153656
    0.5762323    2.8893285   -2.318951    -8.372269    -1.2307768]",male
41,"[-254.72072     106.45264     -28.891216     56.50911     -37.379154
   26.412191    -42.78692      11.673175    -17.565134     -7.5475874
    6.7595363   -16.739637      5.7990665   -15.293478     10.078796
  -11.180368      2.5482416    -2.5812693    -1.2377481    -1.4984437
   -7.116061      1.4723979   -11.098066      1.4180882    -6.390218
    2.4426322    -4.910616     -0.67812824    0.49744573   -3.262297
    2.0265062    -3.280911      2.269698     -4.7506175     1.1017191
   -2.9256546    -0.45417434   -2.2066944    -2.8770845    -1.159865  ]",male
42,"[-2.6812421e+02  1.4834262e+02 -1.4949271e+01  3.9927719e+01
 -1.7203659e+01  3.6124809e+01 -1.2010055e+01  3.5585203e+00
 -3.7145286e+00 -5.5855160e+00 -3.7545147e+00 -7.3198500e+00
  8.3113604e+00 -8.5515499e+00  9.9266567e+00 -6.4861975e+00
 -3.4265992e-01 -2.7988780e+00 -4.0043015e+00 -9.8703927e-01
 -6.3968115e+00 -2.2385830e-02 -7.6971068e+00 -7.5560898e-02
 -7.3444400e+00 -2.4752730e-01 -3.0368042e+00 -6.2639928e+00
 -1.0883778e+00 -4.7207088e+00 -1.1665605e-01 -3.3521430e+00
 -1.8320634e+00 -2.7990386e+00 -5.7192457e-01 -3.7655263e+00
 -2.3858721e+00 -1.9833965e+00 -4.3715553e+00 -2.4003725e+00]",male
43,"[-4.22987427e+02  1.55003342e+02 -5.17028618e+00  4.58838768e+01
 -2.08020449e+00  1.67117655e+00 -1.65813694e+01 -6.28433084e+00
 -1.96211948e+01 -4.92262173e+00 -2.42280507e+00 -8.32486439e+00
  1.29300022e+00 -1.23113260e+01  3.28214812e+00 -6.68996096e+00
 -2.47523427e+00 -7.70535088e+00 -1.39872062e+00 -8.21245983e-02
 -1.31259985e+01  1.50494802e+00 -6.11641788e+00 -5.15700006e+00
 -3.95056820e+00 -1.55453968e+00 -4.99610519e+00 -3.77463984e+00
 -1.48713124e+00 -5.52924204e+00 -1.05900335e+00 -5.18505573e+00
 -8.74774456e-01 -3.25609303e+00 -2.10091519e+00 -2.42224431e+00
 -2.25496483e+00 -1.18224025e+00 -4.23715639e+00  2.44444117e-01]",male
44,"[-3.1525449e+02  1.4810300e+02 -6.7890739e+01  3.3421291e+01
 -2.2677492e+01 -7.5188947e-01 -2.5757820e+01 -7.1758926e-01
 -1.4674690e+01 -2.6062102e+00  6.9571114e-01 -9.0034447e+00
  1.9647199e+00 -1.0066967e+01  6.1201572e+00 -1.1172049e+01
  2.5052903e+00 -4.0580959e+00 -3.4869061e+00 -2.0197597e+00
 -8.3564272e+00 -1.9804817e+00 -9.9002314e+00 -4.4757274e-01
 -8.5273476e+00 -1.8426378e+00 -6.1374459e+00 -4.4278350e+00
 -2.2659273e+00 -5.8493047e+00 -7.6934695e-01 -5.5703940e+00
  1.9929494e-01 -4.6983166e+00 -9.0008698e-02 -3.3888421e+00
 -2.4355564e+00  1.6627529e-01 -4.4322605e+00 -7.4402004e-01]",male
45,"[-2.36753433e+02  1.60190948e+02 -1.16410055e+01  1.74067173e+01
 -2.31104469e+01 -1.83740795e+00 -1.59148512e+01 -1.27647960e+00
 -1.66560593e+01 -7.44243193e+00  2.24907160e+00 -1.10336676e+01
  4.09118700e+00 -9.42433929e+00 -1.34461790e-01 -3.83271837e+00
 -4.71069956e+00 -1.61372447e+00 -4.48831987e+00 -5.72221088e+00
 -5.39161062e+00 -4.34245080e-01 -6.10557699e+00  1.97944731e-01
 -3.18238926e+00 -1.72550809e+00 -9.92368579e-01 -3.03355336e+00
 -1.39967549e+00 -1.83485246e+00 -6.61418363e-02 -3.33844113e+00
  9.52513397e-01 -1.80150807e+00 -1.61254883e+00 -6.37224376e-01
 -1.27082694e+00 -1.06470680e+00 -2.24254441e+00  2.10564196e-01]",male
46,"[-2.0029218e+02  1.3526062e+02 -5.0434940e+01  3.9890560e+01
 -4.2222401e+01  6.9738708e+00 -4.0348808e+01 -7.6932797e+00
 -2.2633501e+01 -1.9362452e+01 -7.5988321e+00 -1.8536467e+01
  3.5998008e+00 -1.6050554e+01 -1.2115740e+00 -1.2596893e+01
 -3.3913345e+00 -1.0520140e+01 -3.6566305e+00 -1.7325852e+00
 -1.0034182e+01 -7.3008932e-02 -9.4401855e+00  8.7308121e-01
 -6.7327948e+00  5.0773013e-01 -3.7313776e+00 -1.6783488e+00
  5.1327217e-01 -2.6550345e+00  3.0547311e+00 -3.7224212e+00
  1.7359741e+00 -4.6818624e+00  9.6570605e-01 -3.4527345e+00
 -2.0299613e+00  3.5087064e-01 -3.9555154e+00  6.3253939e-01]",male
47,"[-206.47621     150.07455     -38.37099      24.417427    -43.70685
   16.329977    -30.895672     -4.699735    -21.152227     -9.916144
   -1.6345356   -11.463737      4.22623     -17.055965      6.059739
   -9.464717     -1.8220451    -9.355292     -4.7004423    -6.1261873
  -10.816424      2.7284703   -10.395319      2.0234733    -7.2719436
    0.24276887   -2.2087996    -3.8606627    -0.47849986   -5.193585
   -0.55656546   -5.440491      0.25094095   -5.1299796    -1.5886213
   -4.5972633    -3.4856124    -2.1270714    -4.281918     -1.2563521 ]",male
48,"[-3.5656680e+02  1.4666832e+02 -8.7562733e+00  6.2881836e+01
 -3.7482887e+01  2.2988237e+01 -9.3106289e+00 -4.3426719e+00
 -5.2003341e+00  2.0189836e+00  4.3251262e+00  2.2564362e-01
  5.8438144e+00 -5.9598498e+00  1.5899516e+01 -4.7355280e+00
  5.0094485e-01 -6.1566429e+00  1.8371284e+00  1.4571713e+00
 -6.3745022e+00  6.6309962e+00 -4.2981482e+00  7.8020000e-01
 -1.4958079e+00  4.4400744e+00 -2.8641498e+00  2.1020212e+00
  3.9943931e+00 -1.2443926e+00  2.8847053e+00 -2.7142920e+00
  3.3254592e+00 -1.3686892e+00  6.5970999e-01 -9.8773134e-01
  3.1924507e-01 -1.0491287e+00 -2.5239890e+00  7.9980361e-01]",male
49,"[-3.5287930e+02  1.4344020e+02 -1.0822615e+01  5.0951473e+01
 -3.0357561e+00  1.2927489e+01 -3.6901287e+01 -1.6261950e+01
 -1.4011327e+01 -8.4335909e+00  2.0937130e+00 -5.7536750e+00
  1.0424659e+00 -1.0363021e+01  6.2640166e+00 -7.6763449e+00
 -3.7150698e+00 -1.4168992e+00 -4.0544643e+00 -4.2011280e+00
 -4.5924377e+00 -7.1828699e-01 -8.5739374e+00 -2.2110648e+00
 -6.6018372e+00 -3.3489535e+00 -5.9231415e+00 -1.2451532e+00
 -2.9818749e+00 -7.9374361e+00  1.8942088e-01 -4.2608604e+00
 -3.5803723e-01 -3.7698405e+00 -1.6334169e+00 -1.6540817e+00
 -3.8527341e+00 -2.4230602e+00 -3.0108037e+00 -2.9836657e+00]",male
50,"[-3.26369690e+02  1.44105728e+02 -8.92531204e+00  2.96972446e+01
  7.04068279e+00 -2.70734463e+01 -1.49418087e+01 -5.12836170e+00
 -2.27417316e+01 -1.21969366e+01  1.87176708e-02 -5.24382687e+00
  3.28786182e+00 -5.16930819e+00 -3.68277121e+00  2.36666465e+00
 -6.77964687e+00 -6.12919617e+00  2.93500304e+00 -2.72508478e+00
 -9.99937534e+00 -1.07642874e-01 -3.43028069e+00 -8.92370892e+00
 -8.87214482e-01 -1.81159198e+00 -6.53207493e+00 -1.73911917e+00
 -1.38890952e-01 -1.67175007e+00  9.60631669e-01 -8.88498068e-01
 -4.31838900e-01  1.05242741e+00  4.47822124e-01  2.99892545e+00
  4.82213497e+00  3.55484319e+00  1.85245693e+00  1.12403011e+00]",male
51,"[-2.8257901e+02  1.2864748e+02 -1.6256330e+01  6.3754135e+01
 -5.0989017e+01  9.5804482e+00 -2.3860682e+01  2.0072801e-01
 -2.0265095e+01 -1.2674673e+01 -9.4523487e+00 -1.6113022e+01
  1.9864893e+00 -2.1133467e+01  5.5281978e+00 -1.3621345e+01
 -7.9980927e+00 -1.4394414e+01 -8.4422913e+00 -7.3228154e+00
 -1.2323236e+01  1.1861336e+00 -1.4204242e+01 -1.6124283e+00
 -8.6910019e+00 -5.0015640e+00 -5.8025494e+00 -5.2098746e+00
 -1.9118531e+00 -5.6102839e+00 -8.5280067e-01 -2.1437922e+00
  2.5558069e+00 -4.5715990e+00  5.8907354e-01 -2.2785923e-01
 -2.1229918e+00 -9.4065881e-01 -1.3307859e+00 -3.5047588e-01]",male
52,"[-1.8387480e+02  1.5785910e+02 -2.6008747e+01  6.0807476e+01
 -1.3472877e+01  1.4818560e+01 -2.9563339e+01  1.5451009e+00
 -1.4828854e+01 -1.2207944e+01  7.7019329e+00 -9.9927349e+00
 -1.2878570e-01 -1.2155076e+01  3.0114737e+00 -5.4460316e+00
  1.4129344e-01 -8.6215935e+00  2.1899675e-01 -2.1478314e+00
 -1.2211185e+01  3.8635201e+00 -6.3544273e+00 -8.4977150e-01
 -7.7820811e+00 -1.1978412e+00 -2.8797638e+00 -4.9056931e+00
 -9.6685541e-01 -3.6987357e+00 -2.7530435e-01 -5.3640351e+00
 -5.6543827e-01 -4.5450425e+00 -4.1175172e-01 -3.1395421e+00
 -5.1041679e+00 -2.8192017e+00 -3.9940574e+00 -3.1005204e+00]",male
53,"[-314.01608     128.29373     -25.27003      68.48104     -32.236015
   20.704416    -36.457726      2.50239     -17.605358     -6.2922964
    5.491427    -18.118515      0.45902103  -16.83188       2.8365235
  -14.40595      -1.3933411   -10.113656     -3.4185634    -5.881611
  -12.075819      3.387764    -18.147202     -3.7797809    -9.101287
   -6.800528     -7.0388002    -5.3712506    -5.6937513    -8.402255
   -3.0236397    -7.751353     -1.7232316    -9.509368     -2.2244804
   -5.4359612    -5.511834     -3.7415502    -5.860409     -1.9769328 ]",male
54,"[-2.8746594e+02  1.5482014e+02 -4.2524685e+01  5.2119690e+01
 -3.2056030e+01 -5.2596302e+00 -2.0838373e+01 -1.3315721e+00
 -3.0831610e+01  2.0031877e+00 -3.4391780e+00 -1.3147994e+01
  5.9133849e+00 -1.6760336e+01  6.9805312e+00 -1.7112556e+01
 -3.5844617e+00 -1.1581916e+01 -7.5315480e+00 -8.9904633e+00
 -1.3842664e+01 -1.4163437e+00 -1.8509659e+01 -9.5141017e-01
 -7.3793740e+00 -1.2935282e+00 -6.3141532e+00 -3.3128457e+00
 -2.7811601e+00 -1.0611928e+01  2.3529893e-02 -7.1161647e+00
 -2.7861650e+00 -7.4976969e+00 -2.9899752e+00 -8.1182699e+00
 -6.1206484e+00 -3.9263916e+00 -6.1444817e+00  1.3945341e+00]",male
55,"[-3.5121521e+02  1.5390150e+02 -1.4394788e+01  3.4637959e+01
 -7.9084444e+00  9.4721260e+00 -2.1023449e+01 -1.2549792e+01
 -2.0523571e+01 -1.5228367e+01  1.4633293e-01 -9.6332893e+00
 -2.1081638e+00 -8.2155371e+00  4.6006227e+00 -2.8843598e+00
 -4.1622009e+00 -7.9173956e+00 -4.8787975e+00 -3.2924712e+00
 -1.3890167e+01 -4.8003188e-01 -4.7137928e+00 -7.9359779e+00
 -1.5676715e+00 -1.5987761e+00 -6.9445071e+00 -1.5884609e+00
 -1.5473552e+00 -4.4707694e+00 -6.2857741e-01 -5.1420708e+00
 -2.4659221e+00 -2.1496503e+00 -1.9283818e+00 -9.3470347e-01
 -3.5986179e-01 -4.7614155e+00 -4.2827506e+00 -1.5206736e+00]",male
56,"[-3.13932831e+02  1.10763725e+02 -1.01595907e+01  7.56289749e+01
 -2.23128853e+01  1.91921654e+01 -3.68776741e+01 -1.11623025e+00
 -7.34571362e+00 -2.95007563e+00 -2.83806419e+00 -1.15608606e+01
  4.53167152e+00 -1.58453465e+01  7.73426151e+00 -1.21475496e+01
  1.52757502e+00 -4.11438227e+00 -6.39071894e+00 -3.09591174e+00
 -8.76794910e+00 -1.83261350e-01 -9.85975266e+00 -1.44379318e-01
 -7.56111288e+00 -1.31430721e+00 -3.31186247e+00 -9.28556502e-01
 -1.92013633e+00 -4.40512466e+00 -1.40276110e+00 -6.51970863e+00
 -1.03980553e+00 -8.30644798e+00 -2.75513196e+00 -6.37984562e+00
 -4.42134523e+00 -3.37860084e+00 -4.16083574e+00 -1.48167408e+00]",male
57,"[-190.7776     150.91333    -63.136086    41.186337   -44.96545
    5.8422585  -38.310112     0.9916298  -24.620283   -12.690443
   -3.9922647  -21.262299     1.6780614  -24.484295    -4.0740423
  -14.242563    -7.9497714  -18.432566    -4.9385805   -7.6995635
  -18.763964    -0.4899214  -12.989706    -5.9358163   -9.267186
   -0.6977122  -10.173218    -4.551355    -4.2545466   -8.091398
   -2.1674898   -9.608621     0.8341048   -8.583857    -1.194428
   -2.8138793   -3.6690466   -2.6886103   -5.816009    -1.1280732]",male
58,"[-291.78162    154.9602     -32.30971     42.47078    -15.405932
   -1.6596533  -31.714876   -16.698719   -12.010919    -7.831818
   -3.460342    -4.379894     3.7616725   -3.6109557    7.5072517
  -14.785758    -3.9301078   -3.2856927   -3.8649213   -1.2074643
  -11.316215    -3.438197   -10.813274    -6.091734    -8.020403
   -6.231291    -8.676777    -5.6334333   -3.7807128   -8.392506
   -2.4054477   -7.4655027   -3.4312317   -4.220228    -2.3840735
   -3.3375375   -3.8769536   -3.251247    -5.67409     -3.0301127]",male
59,"[-2.7413742e+02  1.7524344e+02 -2.4810059e+01  2.8230982e+01
 -8.2961130e+00 -4.3732810e+00 -5.5737104e+00 -1.5715085e+00
 -7.0315986e+00 -3.2217226e+00 -7.6661868e+00 -6.3342085e+00
  3.3711715e+00 -1.0427909e+01  8.4069359e-01 -1.1583664e+00
 -4.4820538e+00 -8.5532856e+00 -1.2387962e+00  4.3050018e-01
 -6.6935816e+00 -5.8823764e-01 -4.8587003e+00 -2.5484324e+00
 -6.0368409e+00 -4.0691304e+00 -1.3905847e+00 -1.4174504e+00
 -1.3377962e+00 -3.0942385e+00 -7.7274793e-01 -5.4250445e+00
 -4.3767295e+00 -4.7850490e+00 -4.2166791e+00 -2.2026765e+00
 -1.0472186e+00  1.0847912e+00  2.3291865e-01 -7.3456794e-01]",male
60,"[-1.5855730e+02  1.4179311e+02 -6.4573486e+01  6.4123116e+01
 -2.8781662e+01  1.3138258e+01 -2.7635826e+01 -7.5792837e+00
 -2.5280440e+00 -1.6995575e+00  1.3750992e+00 -1.0771947e+01
  8.3927479e+00 -1.3148725e+01  2.3144760e+00 -9.5837727e+00
 -3.4625921e+00 -6.0916352e+00 -3.7460990e+00 -9.6861517e-01
 -1.2754686e+01  2.3644028e+00 -7.0527806e+00  1.1155299e-01
 -3.3975565e+00  1.0800482e+00 -1.7000726e-01 -3.3864067e+00
  1.9798303e+00 -4.5335741e+00  3.1800261e+00 -6.5907151e-01
  8.4162438e-01 -5.5605364e-01 -4.1774398e-01 -1.8010638e+00
 -2.6323736e+00 -1.6723291e+00 -4.2759757e+00 -4.5185253e-01]",male
61,"[-1.95446030e+02  1.20250496e+02 -2.55093594e+01  4.77669067e+01
 -1.99664230e+01  2.02848969e+01 -1.95068932e+01  2.98738480e+00
 -2.18126736e+01 -9.64597797e+00  5.31815434e+00 -7.77933121e+00
  5.55594683e+00 -1.18959656e+01  9.62899113e+00 -3.13630486e+00
 -5.47906756e-01 -4.64644527e+00 -5.07950842e-01 -3.05157518e+00
 -8.26791477e+00  2.26296067e+00 -6.79447556e+00  2.72664165e+00
 -4.06493855e+00  7.88386092e-02 -4.06029558e+00 -2.72325277e+00
 -2.02907896e+00 -5.71845341e+00  1.64486721e-01 -5.90448570e+00
 -1.71820253e-01 -3.08999252e+00 -2.64858675e+00 -3.94428325e+00
 -2.36361718e+00 -3.02806687e+00 -3.19766974e+00  3.14905375e-01]",male
62,"[-234.01134     144.20938     -43.823547      5.786113    -28.206018
   -2.623181    -20.721632     -8.151895     -6.4581146    -5.916004
   -1.5932941    -3.2998903     3.925757     -6.633843      2.4282181
   -8.878906     -7.2178283    -4.7113476    -1.3668059    -4.3784423
   -8.357558      0.39297184   -7.0495553    -1.6842796    -4.420021
   -2.7678242    -5.0620074    -7.6540604    -1.6405945    -0.63679993
    1.2138968    -3.6456409     1.0204213    -0.56117815   -1.4337631
    2.8876796     3.4062643     1.564901      0.72239834    1.4170452 ]",male
63,"[-2.70488220e+02  1.25796906e+02 -3.23018990e+01  5.71042900e+01
 -2.02399845e+01  5.38802795e+01 -4.08634224e+01  2.62092495e+00
 -5.82782841e+00  3.03402829e+00  6.15792465e+00 -1.09504452e+01
  4.84967327e+00 -2.44572659e+01  9.40209866e+00 -1.21883907e+01
 -1.87268341e+00 -8.10373688e+00 -3.97645688e+00 -2.40575075e+00
 -1.04329605e+01  1.46975771e-01 -1.26533289e+01  2.02091360e+00
 -7.05509377e+00 -1.65648699e+00 -5.18416834e+00 -2.51112533e+00
 -1.80664968e+00 -4.33207607e+00 -1.86348069e+00 -3.69141364e+00
  2.88058639e+00 -6.67700386e+00 -3.47920477e-01 -5.38715219e+00
 -1.08049810e+00 -2.19307256e+00 -3.10502005e+00 -2.67157018e-01]",male
64,"[-2.2984119e+02  1.3874651e+02 -7.0180054e+00  4.9475269e+01
 -2.0037468e+01  2.4572189e+01 -2.2027538e+01  7.5324292e+00
 -2.0307928e+01 -1.2264098e+01 -1.1121655e+01 -1.4768324e+01
  1.9562979e+00 -2.3425642e+01  5.8183970e+00 -1.0094890e+01
 -1.7838657e+00 -7.3750191e+00 -5.0046682e+00 -4.4502716e+00
 -6.0206795e+00  2.7142692e+00 -9.8378334e+00  3.5375302e+00
 -6.1009364e+00  1.3435979e+00 -1.5728946e+00 -3.2958691e+00
 -1.1475770e+00 -1.1132355e+00 -1.6550391e+00 -6.5096731e+00
  2.3914897e+00 -7.4594536e+00 -1.3170531e-01 -2.9462113e+00
 -2.5294724e+00 -1.3372654e+00 -3.5493188e+00  1.0788401e-01]",male
65,"[-2.64191010e+02  1.89175125e+02 -2.82999210e+01  3.94541054e+01
  7.89701891e+00 -9.50728321e+00 -9.75540352e+00 -1.29103251e+01
 -2.00152969e+01 -4.84291267e+00  9.02536392e+00  2.43694329e+00
  3.08297324e+00 -1.54154384e+00  1.80692685e+00 -4.05425787e+00
 -1.22684371e+00 -5.86668730e+00 -6.64920425e+00 -1.03466995e-01
 -8.62499046e+00 -2.32265639e+00  6.37624383e-01 -4.52993345e+00
 -5.57924128e+00 -1.55475855e+00 -2.98635125e+00 -4.14099979e+00
 -1.56182683e+00 -2.06415892e+00 -2.07261324e+00 -3.94811487e+00
 -1.76192582e+00 -2.37826419e+00 -1.57188606e+00 -1.99740124e+00
 -2.98410845e+00 -2.10170126e+00 -4.32376957e+00 -2.65432119e+00]",male
66,"[-310.19498     135.00182     -38.822098     46.6616      -18.68553
   17.723555    -14.7521515   -13.935971     -9.651957    -14.932384
   -2.362013    -11.342716      4.688301     -4.229958      0.37613016
    1.1359761    -3.908176     -7.754765     -5.0643506    -3.5192692
   -7.9605036    -3.5342286    -2.6474183     0.7402324    -3.970182
    0.44132167   -1.3431107    -4.218968     -2.421201     -2.966183
   -1.3212521    -2.169385      0.7484771    -2.635405     -0.53480947
   -1.8485386    -1.3406423    -1.4885137    -3.810891     -0.48155555]",male
67,"[-2.2385277e+02  1.5374200e+02 -2.4313339e+01  5.1238663e+01
 -2.4157419e+01  1.2792707e+01 -2.6197899e+01 -9.9218369e+00
 -1.1326429e+01 -5.1285748e+00  1.5719093e+00 -6.0714011e+00
  6.5071397e+00 -1.5070072e+01  6.5239086e+00 -4.6360316e+00
 -3.3071699e+00 -8.2158309e-01 -6.5042520e+00 -6.1413918e+00
 -4.3239202e+00  1.6340301e+00 -9.7538757e+00 -3.0348811e+00
 -6.3269076e+00  4.8230368e-01 -2.9042125e+00 -2.3251016e+00
  2.3213260e-01 -4.0093637e+00  1.3367128e+00 -4.0715618e+00
  4.1469344e-01 -4.3810487e+00  1.6353385e-01 -7.4349654e-01
 -3.7305839e+00 -1.0092455e+00 -3.5551059e+00 -5.2766639e-01]",male
68,"[-2.84558197e+02  1.41801147e+02  1.49423313e+01  4.44409409e+01
  2.63241577e+00  2.94404030e+01 -9.83420753e+00  5.70332527e+00
 -3.57524443e+00  7.71211958e+00  5.54064608e+00  3.25010121e-01
  1.48008795e+01 -1.00400600e+01  9.06816006e+00 -2.60716558e+00
 -3.84371996e+00 -1.13387203e+00 -2.30077863e+00 -4.67522852e-02
 -2.55007291e+00  1.31127977e+00 -3.65137625e+00  2.13346529e+00
 -4.25898552e+00  8.75024974e-01 -2.28152084e+00 -2.33002186e+00
  9.82068002e-01 -3.68760657e+00  7.08670497e-01 -2.22930026e+00
 -1.30996740e+00 -3.01029730e+00 -1.29428840e+00 -3.54977202e+00
 -1.57015717e+00 -1.73485518e+00 -2.76237941e+00  4.17680085e-01]",male
69,"[-278.25208     149.69978     -21.687164     50.664345     -1.7767009
  -17.618582     -5.6098127   -27.60697      -6.691463    -16.936184
  -10.474229      7.1443706   -13.11447      -3.284425     -0.43390194
  -11.413381     -3.2042584    -6.2967997    -8.808682     -9.420155
   -7.0470924    -5.648263    -10.239142     -4.0011573    -6.0162525
   -5.313157     -1.7030969    -7.4037113    -1.689863     -2.3491068
   -6.178385     -1.3847249    -2.273664     -0.97423273   -2.2198489
   -4.46858      -2.2683685    -5.2836204    -3.6511054    -2.168469  ]",male
70,"[-347.74823     156.20929     -19.638523     52.88645       9.996202
    7.857084     -5.5785418     1.0361733   -14.338329      3.0803378
    0.532362     -3.6472955    12.297274     -9.66787       2.4209921
   -5.1054173    -4.9672003    -5.943161     -2.754343     -5.3714247
  -13.162389      1.6626983    -4.744385     -5.2802052    -8.078436
   -6.6086125    -7.053263     -6.445082     -3.7321017    -4.3463044
   -0.6303072    -3.8125863     0.4318543    -0.45130867   -2.0299673
   -1.3219862     2.4529238     2.2273977     2.3326485     4.5919256 ]",male
71,"[-163.64131     127.95817     -62.71653      51.008575    -32.13207
    2.767542    -22.53595      -6.504278    -19.122961     -1.3707255
   -4.3952456   -10.936172      4.177689    -23.690687      4.7505107
  -10.781766     -8.754337     -8.023215     -4.0213556    -5.795932
  -10.535875      1.8442445   -10.837502     -1.484586     -6.406582
   -2.543938     -4.1068625    -2.4474277    -1.5180137    -0.8593176
    6.749771      3.669137     12.254033      5.163497      7.7989464
    3.446206      1.114833      3.0648658    -0.53058517    1.4570271 ]",male
72,"[-239.58252     129.08505     -64.5384       62.51879     -10.264756
   13.456919    -20.498722     -3.4280329   -26.851397     -5.3960366
   -0.5446697   -12.266352      7.5398526   -16.63413      10.788907
   -3.2565074    -2.1138823    -6.132364     -4.150465     -5.234264
   -9.311396      3.890366     -8.499407      4.279581      0.2873041
    3.5004613    -1.1343625     0.25362292    2.98004      -2.9736228
    3.2580452    -1.0288161     2.6438377    -4.769214     -0.41614047
   -1.0086644    -2.3223226    -0.67883104   -2.9318502    -0.60154843]",male
73,"[-4.0447536e+01  1.4671794e+02 -3.2157799e+01  4.9143932e+01
 -3.0321043e+01  3.2559357e+01 -2.8612225e+01  8.8714285e+00
 -1.4921232e+01 -2.4214268e+00  3.6134000e+00 -7.2065926e+00
  8.3450117e+00 -1.4105632e+01  1.1205494e+01 -1.0321360e+01
  5.5091715e+00 -9.5709639e+00 -3.5811739e+00 -5.1480737e-02
 -7.7408462e+00  2.6747081e+00 -1.0169600e+01  2.5449674e+00
 -7.9344978e+00  1.8599912e+00 -3.8838837e+00 -1.3823426e+00
 -1.6510257e+00 -6.7368636e+00 -1.2160177e+00 -6.4996624e+00
  1.1455047e+00 -4.2282166e+00  1.8745143e+00 -2.1698453e+00
  1.5909889e+00  1.3863281e+00 -6.2139475e-01  1.2339746e+00]",male
